,Train,Valid
0,0.1618000028120901,0.06455712224585966
1,0.04723881980661111,0.016970363242384455
2,0.02825679167920801,0.022070308045681844
3,0.021201575731333473,0.00855173630200928
4,0.01884183594910942,0.008178533296351874
5,0.01397762115486965,0.005792905730864039
6,0.01391076117228735,0.0028170412360475254
7,0.010062457639428934,0.004976738025444709
8,0.010178517093973527,0.0018774938714178988
9,0.008987923305498555,0.0027674831853079325
10,0.008200242939236498,0.001151185031736777
11,0.0065374352277008125,0.0014573892236252766
12,0.005729514955728815,0.0012897995722664206
13,0.0057984417370963125,0.0014321114557250196
14,0.005354681498925587,0.0020474639905672565
15,0.005432114622953604,0.0009004065254509716
16,0.004783102630408808,0.0025650029300210903
17,0.004081534015091573,0.0010414078764329458
18,0.00430880239144448,0.0007261646647666313
19,0.003584833449718048,0.0007225145504182567
20,0.003541427115516848,0.0002330114165451797
21,0.0036389902530336604,0.0004028278944061308
22,0.0029029881192459374,0.0005455250683973018
23,0.0033325248739855067,0.00037489214212525567
24,0.0028291694313256274,0.00022682374642962692
25,0.002947778448289403,0.00010762718833041908
26,0.0024564467611951427,3.778822689700698e-05
27,0.003681425575079072,8.683990889397007e-05
28,0.0019126903447567606,5.143599801743486e-05
29,0.0022610879219274417,5.195165774285189e-05
30,0.002148250538244542,0.0005902553021493456
31,0.002721759301571927,4.3555445917004614e-05
32,0.0025897606361292057,3.858320339829341e-05
33,0.0018518374656931887,0.00011412225521929237
34,0.002024853430982622,8.423004773599061e-06
35,0.0023439277377044427,1.8628214691438423e-05
36,0.0019395503080371658,8.141388077298318e-06
37,0.002006352072086108,1.417151744036766e-05
38,0.0018341384108355977,8.537643380774754e-06
39,0.0018021538034053981,1.139150009458172e-05
40,0.002040304824283442,6.4338440236943665e-06
41,0.0016385023320054596,5.952039062275534e-05
42,0.0012290528110995814,2.5664575504259086e-05
43,0.0013638481442422054,9.207678566193676e-06
44,0.0012987122139844465,0.0004986962815094404
45,0.0018796312997042034,2.587002722762974e-05
46,0.001311258897339462,1.4601652210614153e-05
47,0.001822695118767891,1.0100411013388986e-05
48,0.0014530980941182673,7.386831598744841e-05
49,0.0013523483182092855,4.004180707700901e-06
