,Train,Valid
0,0.15901973645003248,0.08507834129286782
1,0.045052847451329904,0.022164653463146857
2,0.02983734004603956,0.013310553185308691
3,0.02255930322255211,0.014811408266882245
4,0.019183748429012274,0.00930459349908796
5,0.015942854065015704,0.007349987626470003
6,0.016377633480600538,0.005673066287913354
7,0.011596371923300581,0.002543801044963864
8,0.011128980987109209,0.0029349298763629615
9,0.010382178054456449,0.005255604642358473
10,0.009848170244928286,0.0029783418075107005
11,0.007044230232464715,0.0011125130712715627
12,0.006795007244949959,0.000546944809068978
13,0.006384320993339543,0.0009978543446382423
14,0.006394741924234603,0.0007334117205470787
15,0.00571783256463572,0.00010852209773164513
16,0.0051849661714771945,0.002277180822915982
17,0.005412776238863859,0.00045279049194981607
18,0.0037190068340844816,0.0014665616821102636
19,0.0037817314670940657,0.00038784617095513705
20,0.003449048898218446,0.0004336682108208338
21,0.0035367575206912195,0.0006539963352625341
22,0.0036601659167011407,0.001298697194363105
23,0.0036949009771513946,0.00044925114591622996
24,0.0037849495467141545,0.0020448927252522658
25,0.003820321428004854,0.0005508238854670957
26,0.0028784119690614977,0.0005240710505199606
27,0.0029715208424719005,0.0021059710418772476
28,0.0028857886151162425,0.0003070538719603024
29,0.0032466173385059575,0.0001137285821446962
30,0.002499618489565782,0.00012813668637246363
31,0.0029448123981731826,0.00016078252196650585
32,0.0029309249071680773,0.0004395704992231457
33,0.002279409084760689,0.00048420119831988706
34,0.0021876544482505107,0.00054981542480833
35,0.002421027663528769,0.00033969238176575795
36,0.0023415622121490077,0.00027182393238455967
37,0.0021254435825470716,0.0001273496009236934
38,0.002225182295319986,0.0003732415798537211
39,0.0017827756731300947,0.0005346852415647598
40,0.002042718484723653,0.0002340159282322013
41,0.0015451250718535826,0.0003513005287581946
42,0.0017498794062760135,9.614920085663226e-05
43,0.0015946233753601248,0.00045768791220318297
44,0.0013693747668692348,5.021319071321659e-06
45,0.0022722723686978506,8.668110799116372e-05
46,0.001503426948548045,3.604726033536551e-05
47,0.0017118588427636268,2.568159802829635e-05
48,0.0018336835892787937,0.0002628466008489106
49,0.001442101425559657,0.0001046813454155291
